EntryID,SessionID,Session_Order,ProjectID,Project,Archetype,Production_Date,Language,Vendor,Filecount,Wordcount,Number_of_Actors,Number_of_Characters,Time_Restriction,Scope_Spread,Cost_Forecast,Cost_Actuals,Currency,Exchange_Rate,Billing_Forecast,Billing_Actuals
E0934,S12_RuinedHunter_Chinese_LipSync,12,P040,RuinedHunter,mega,2025-09-04,Chinese,AsiaSound,1592,4076,37,107,LipSync,High,29322.09,16933.61,EUR,1.21,39027.7,22538.63
E0935,S12_RuinedHunter_Dutch_LipSync,12,P040,RuinedHunter,mega,2025-09-04,Dutch,GridMark,1592,4076,37,107,LipSync,High,52360.88,28761.45,EUR,1.21,69692.33,38281.49
E0936,S12_RuinedHunter_English_LipSync,12,P040,RuinedHunter,mega,2025-09-04,English,GridMark,1592,4076,37,107,LipSync,High,50084.32,25638.8,EUR,1.21,66662.23,34125.24
E0937,S12_RuinedHunter_French_LipSync,12,P040,RuinedHunter,mega,2025-09-04,French,GridMark,1592,4076,37,107,LipSync,High,47807.76,26015.91,EUR,1.21,63632.13,34627.18
E0938,S12_RuinedHunter_German_LipSync,12,P040,RuinedHunter,mega,2025-09-04,German,SonicBridge,1592,4076,37,107,LipSync,High,47807.76,21566.97,EUR,1.21,63632.13,28705.64
E0939,S12_RuinedHunter_Japanese_LipSync,12,P040,RuinedHunter,mega,2025-09-04,Japanese,TokyoVox,1592,4076,37,107,LipSync,High,113828.0,57265.51,EUR,1.21,151505.07,76220.39
E0940,S12_RuinedHunter_Korean_LipSync,12,P040,RuinedHunter,mega,2025-09-04,Korean,AsiaSound,1592,4076,37,107,LipSync,High,54455.32,25808.64,EUR,1.21,72480.03,34351.3
E0941,S12_RuinedHunter_LATAM_LipSync,12,P040,RuinedHunter,mega,2025-09-04,LATAM,LatinaVox,1592,4076,37,107,LipSync,High,27318.72,14473.16,EUR,1.21,36361.22,19263.78
E0942,S12_RuinedHunter_Polish_LipSync,12,P040,RuinedHunter,mega,2025-09-04,Polish,GridMark,1592,4076,37,107,LipSync,High,22765.6,10625.63,EUR,1.21,30301.01,14142.71
E0943,S12_RuinedHunter_Spanish_LipSync,12,P040,RuinedHunter,mega,2025-09-04,Spanish,LarkFarm,1592,4076,37,107,LipSync,High,36766.44,20048.15,EUR,1.21,48936.13,26684.09
E0944,S13_RuinedHunter_BrazilianPortuguese_NoTR,13,P040,RuinedHunter,mega,2025-09-26,Brazilian Portuguese,LatinaVox,8440,67860,124,358,NoTR,High,49922.6,61673.25,EUR,1.21,66446.98,82087.1
E0945,S13_RuinedHunter_Chinese_NoTR,13,P040,RuinedHunter,mega,2025-09-26,Chinese,AsiaSound,8440,67860,124,358,NoTR,High,49461.78,59702.29,EUR,1.21,65833.63,79463.75
E0946,S13_RuinedHunter_Dutch_NoTR,13,P040,RuinedHunter,mega,2025-09-26,Dutch,GridMark,8440,67860,124,358,NoTR,High,88324.6,116826.48,EUR,1.21,117560.04,155496.04
E0947,S13_RuinedHunter_English_NoTR,13,P040,RuinedHunter,mega,2025-09-26,English,GridMark,8440,67860,124,358,NoTR,High,84484.4,123253.88,EUR,1.21,112448.74,164050.91
E0948,S13_RuinedHunter_French_NoTR,13,P040,RuinedHunter,mega,2025-09-26,French,GridMark,8440,67860,124,358,NoTR,High,80644.2,86537.04,EUR,1.21,107337.43,115180.8
E0949,S13_RuinedHunter_German_NoTR,13,P040,RuinedHunter,mega,2025-09-26,German,SonicBridge,8440,67860,124,358,NoTR,High,80644.2,103604.63,EUR,1.21,107337.43,137897.76
E0950,S13_RuinedHunter_Japanese_NoTR,13,P040,RuinedHunter,mega,2025-09-26,Japanese,TokyoVox,8440,67860,124,358,NoTR,High,192010.0,271336.67,EUR,1.21,255565.31,361149.11
E0951,S13_RuinedHunter_Korean_NoTR,13,P040,RuinedHunter,mega,2025-09-26,Korean,AsiaSound,8440,67860,124,358,NoTR,High,91857.58,107122.63,EUR,1.21,122262.44,142580.22
E0952,S13_RuinedHunter_LATAM_NoTR,13,P040,RuinedHunter,mega,2025-09-26,LATAM,LatinaVox,8440,67860,124,358,NoTR,High,46082.4,55132.36,EUR,1.21,61335.67,73381.17
E0953,S13_RuinedHunter_Polish_NoTR,13,P040,RuinedHunter,mega,2025-09-26,Polish,GridMark,8440,67860,124,358,NoTR,High,38402.0,51072.26,EUR,1.21,51113.06,67977.18
E0954,S13_RuinedHunter_Spanish_NoTR,13,P040,RuinedHunter,mega,2025-09-26,Spanish,LarkFarm,8440,67860,124,358,NoTR,High,62019.23,76825.36,EUR,1.21,82547.6,102254.55
E0955,S14_RuinedHunter_BrazilianPortuguese_NoTR,14,P040,RuinedHunter,mega,2026-06-05,Brazilian Portuguese,LatinaVox,4716,44268,124,358,NoTR,Normal,27895.14,,EUR,1.18,36207.89,
E0956,S14_RuinedHunter_Chinese_NoTR,14,P040,RuinedHunter,mega,2026-06-05,Chinese,AsiaSound,4716,44268,124,358,NoTR,Normal,27637.65,,EUR,1.18,35873.67,
E0957,S14_RuinedHunter_Dutch_NoTR,14,P040,RuinedHunter,mega,2026-06-05,Dutch,GridMark,4716,44268,124,358,NoTR,Normal,49352.94,,EUR,1.18,64060.12,
E0958,S14_RuinedHunter_English_NoTR,14,P040,RuinedHunter,mega,2026-06-05,English,GridMark,4716,44268,124,358,NoTR,Normal,47207.16,,EUR,1.18,61274.89,
E0959,S14_RuinedHunter_French_NoTR,14,P040,RuinedHunter,mega,2026-06-05,French,GridMark,4716,44268,124,358,NoTR,Normal,45061.38,,EUR,1.18,58489.67,
E0960,S14_RuinedHunter_German_NoTR,14,P040,RuinedHunter,mega,2026-06-05,German,SonicBridge,4716,44268,124,358,NoTR,Normal,45061.38,,EUR,1.18,58489.67,
E0961,S14_RuinedHunter_Japanese_NoTR,14,P040,RuinedHunter,mega,2026-06-05,Japanese,TokyoVox,4716,44268,124,358,NoTR,Normal,107289.0,,EUR,1.18,139261.12,
E0962,S14_RuinedHunter_Korean_NoTR,14,P040,RuinedHunter,mega,2026-06-05,Korean,AsiaSound,4716,44268,124,358,NoTR,Normal,51327.06,,EUR,1.18,66622.52,
E0963,S14_RuinedHunter_LATAM_NoTR,14,P040,RuinedHunter,mega,2026-06-05,LATAM,LatinaVox,4716,44268,124,358,NoTR,Normal,25749.36,,EUR,1.18,33422.67,
E0964,S14_RuinedHunter_Polish_NoTR,14,P040,RuinedHunter,mega,2026-06-05,Polish,GridMark,4716,44268,124,358,NoTR,Normal,21457.8,,EUR,1.18,27852.22,
E0965,S14_RuinedHunter_Spanish_NoTR,14,P040,RuinedHunter,mega,2026-06-05,Spanish,LarkFarm,4716,44268,124,358,NoTR,Normal,34654.35,,EUR,1.18,44981.35,
E0966,S01_MidnightPeak_BrazilianPortuguese_NoTR,1,P041,MidnightPeak,mega,2024-08-30,Brazilian Portuguese,SoundHouse,4631,37462,132,393,NoTR,High,26570.59,40956.0,EUR,1.12,32734.97,50457.79
E0967,S01_MidnightPeak_Chinese_NoTR,1,P041,MidnightPeak,mega,2024-08-30,Chinese,AsiaSound,4631,37462,132,393,NoTR,High,27139.51,52187.33,EUR,1.12,33435.88,64294.79
E0968,S01_MidnightPeak_Dutch_NoTR,1,P041,MidnightPeak,mega,2024-08-30,Dutch,GridMark,4631,37462,132,393,NoTR,High,48463.41,85850.0,EUR,1.12,59706.92,105767.2
E0969,S01_MidnightPeak_English_NoTR,1,P041,MidnightPeak,mega,2024-08-30,English,SonicBridge,4631,37462,132,393,NoTR,High,48674.13,83411.78,EUR,1.12,59966.53,102763.31
E0970,S01_MidnightPeak_French_NoTR,1,P041,MidnightPeak,mega,2024-08-30,French,SonicBridge,4631,37462,132,393,NoTR,High,46461.67,80022.96,EUR,1.12,57240.78,98588.29
E0971,S01_MidnightPeak_German_NoTR,1,P041,MidnightPeak,mega,2024-08-30,German,GridMark,4631,37462,132,393,NoTR,High,42142.1,65177.9,EUR,1.12,51919.07,80299.17
E0972,S01_MidnightPeak_Japanese_NoTR,1,P041,MidnightPeak,mega,2024-08-30,Japanese,AsiaSound,4631,37462,132,393,NoTR,High,96926.83,151254.79,EUR,1.12,119413.85,186345.9
E0973,S01_MidnightPeak_Korean_NoTR,1,P041,MidnightPeak,mega,2024-08-30,Korean,TokyoVox,4631,37462,132,393,NoTR,High,54784.73,95856.78,EUR,1.12,67494.79,118095.55
E0974,S01_MidnightPeak_LATAM_NoTR,1,P041,MidnightPeak,mega,2024-08-30,LATAM,LatinaVox,4631,37462,132,393,NoTR,High,25285.26,45761.42,EUR,1.12,31151.44,56378.07
E0975,S01_MidnightPeak_Polish_NoTR,1,P041,MidnightPeak,mega,2024-08-30,Polish,GridMark,4631,37462,132,393,NoTR,High,21071.05,34866.84,EUR,1.12,25959.53,42955.95
E0976,S01_MidnightPeak_Spanish_NoTR,1,P041,MidnightPeak,mega,2024-08-30,Spanish,LarkFarm,4631,37462,132,393,NoTR,High,34029.75,57199.32,EUR,1.12,41924.65,70469.56
E0977,S02_MidnightPeak_BrazilianPortuguese_NoTR,2,P041,MidnightPeak,mega,2024-12-22,Brazilian Portuguese,SoundHouse,10135,107470,132,393,NoTR,High,58150.07,100338.55,EUR,1.12,71640.89,123617.09
E0978,S02_MidnightPeak_Chinese_NoTR,2,P041,MidnightPeak,mega,2024-12-22,Chinese,AsiaSound,10135,107470,132,393,NoTR,High,59395.15,113639.72,EUR,1.12,73174.82,140004.14
E0979,S02_MidnightPeak_Dutch_NoTR,2,P041,MidnightPeak,mega,2024-12-22,Dutch,GridMark,10135,107470,132,393,NoTR,High,106062.77,184283.43,EUR,1.12,130669.33,227037.19
E0980,S02_MidnightPeak_English_NoTR,2,P041,MidnightPeak,mega,2024-12-22,English,SonicBridge,10135,107470,132,393,NoTR,High,106523.92,183629.44,EUR,1.12,131237.47,226231.47
E0981,S02_MidnightPeak_French_NoTR,2,P041,MidnightPeak,mega,2024-12-22,French,SonicBridge,10135,107470,132,393,NoTR,High,101681.92,160830.83,EUR,1.12,125272.13,198143.58
E0982,S02_MidnightPeak_German_NoTR,2,P041,MidnightPeak,mega,2024-12-22,German,GridMark,10135,107470,132,393,NoTR,High,92228.5,156134.69,EUR,1.12,113625.51,192357.94
E0983,S02_MidnightPeak_Japanese_NoTR,2,P041,MidnightPeak,mega,2024-12-22,Japanese,AsiaSound,10135,107470,132,393,NoTR,High,212125.55,337612.67,EUR,1.12,261338.68,415938.81
E0984,S02_MidnightPeak_Korean_NoTR,2,P041,MidnightPeak,mega,2024-12-22,Korean,TokyoVox,10135,107470,132,393,NoTR,High,119897.05,194731.69,EUR,1.12,147713.17,239909.44
E0985,S02_MidnightPeak_LATAM_NoTR,2,P041,MidnightPeak,mega,2024-12-22,LATAM,LatinaVox,10135,107470,132,393,NoTR,High,55337.1,92029.78,EUR,1.12,68175.31,113380.69
E0986,S02_MidnightPeak_Polish_NoTR,2,P041,MidnightPeak,mega,2024-12-22,Polish,GridMark,10135,107470,132,393,NoTR,High,46114.25,91206.0,EUR,1.12,56812.76,112365.79
E0987,S02_MidnightPeak_Spanish_NoTR,2,P041,MidnightPeak,mega,2024-12-22,Spanish,LarkFarm,10135,107470,132,393,NoTR,High,74474.51,119386.14,EUR,1.12,91752.6,147083.72
E0988,S03_MidnightPeak_BrazilianPortuguese_NoTR,3,P041,MidnightPeak,mega,2025-04-08,Brazilian Portuguese,SoundHouse,4258,34306,132,393,NoTR,Very High,24430.49,38493.27,EUR,1.21,32516.98,51234.54
E0989,S03_MidnightPeak_Chinese_NoTR,3,P041,MidnightPeak,mega,2025-04-08,Chinese,AsiaSound,4258,34306,132,393,NoTR,Very High,24953.58,40075.2,EUR,1.21,33213.21,53340.09
E0990,S03_MidnightPeak_Dutch_NoTR,3,P041,MidnightPeak,mega,2025-04-08,Dutch,GridMark,4258,34306,132,393,NoTR,Very High,44559.97,81497.74,EUR,1.21,59309.32,108473.49
E0991,S03_MidnightPeak_English_NoTR,3,P041,MidnightPeak,mega,2025-04-08,English,SonicBridge,4258,34306,132,393,NoTR,Very High,44753.71,69372.4,EUR,1.21,59567.19,92334.66
E0992,S03_MidnightPeak_French_NoTR,3,P041,MidnightPeak,mega,2025-04-08,French,SonicBridge,4258,34306,132,393,NoTR,Very High,42719.45,79482.53,EUR,1.21,56859.59,105791.25
E0993,S03_MidnightPeak_German_NoTR,3,P041,MidnightPeak,mega,2025-04-08,German,GridMark,4258,34306,132,393,NoTR,Very High,38747.8,69302.29,EUR,1.21,51573.32,92241.35
E0994,S03_MidnightPeak_Japanese_NoTR,3,P041,MidnightPeak,mega,2025-04-08,Japanese,AsiaSound,4258,34306,132,393,NoTR,Very High,89119.94,166261.23,EUR,1.21,118618.64,221293.7
E0995,S03_MidnightPeak_Korean_NoTR,3,P041,MidnightPeak,mega,2025-04-08,Korean,TokyoVox,4258,34306,132,393,NoTR,Very High,50372.14,87413.49,EUR,1.21,67045.32,116347.36
E0996,S03_MidnightPeak_LATAM_NoTR,3,P041,MidnightPeak,mega,2025-04-08,LATAM,LatinaVox,4258,34306,132,393,NoTR,Very High,23248.68,39622.41,EUR,1.21,30943.99,52737.43
E0997,S03_MidnightPeak_Polish_NoTR,3,P041,MidnightPeak,mega,2025-04-08,Polish,GridMark,4258,34306,132,393,NoTR,Very High,19373.9,38925.41,EUR,1.21,25786.66,51809.72
E0998,S03_MidnightPeak_Spanish_NoTR,3,P041,MidnightPeak,mega,2025-04-08,Spanish,LarkFarm,4258,34306,132,393,NoTR,Very High,31288.85,51072.17,EUR,1.21,41645.46,67977.06
E0999,S04_MidnightPeak_BrazilianPortuguese_SoundSync,4,P041,MidnightPeak,mega,2025-06-23,Brazilian Portuguese,SoundHouse,1874,10727,72,216,SoundSync,Very Low,29568.46,34365.61,EUR,1.21,39355.62,45740.63
E1000,S04_MidnightPeak_Chinese_SoundSync,4,P041,MidnightPeak,mega,2025-06-23,Chinese,AsiaSound,1874,10727,72,216,SoundSync,Very Low,30201.57,35373.32,EUR,1.21,40198.29,47081.89
E1001,S04_MidnightPeak_Dutch_SoundSync,4,P041,MidnightPeak,mega,2025-06-23,Dutch,GridMark,1874,10727,72,216,SoundSync,Very Low,53931.38,55359.2,EUR,1.21,71782.67,73683.1
E1002,S04_MidnightPeak_English_SoundSync,4,P041,MidnightPeak,mega,2025-06-23,English,SonicBridge,1874,10727,72,216,SoundSync,Very Low,54165.86,56199.67,EUR,1.21,72094.76,74801.76
E1003,S04_MidnightPeak_French_SoundSync,4,P041,MidnightPeak,mega,2025-06-23,French,SonicBridge,1874,10727,72,216,SoundSync,Very Low,51703.78,61570.68,EUR,1.21,68817.73,81950.58
E1004,S04_MidnightPeak_German_SoundSync,4,P041,MidnightPeak,mega,2025-06-23,German,GridMark,1874,10727,72,216,SoundSync,Very Low,46896.85,53072.51,EUR,1.21,62419.71,70639.51
E1005,S04_MidnightPeak_Japanese_SoundSync,4,P041,MidnightPeak,mega,2025-06-23,Japanese,AsiaSound,1874,10727,72,216,SoundSync,Very Low,107862.76,120481.12,EUR,1.21,143565.33,160360.37
E1006,S04_MidnightPeak_Korean_SoundSync,4,P041,MidnightPeak,mega,2025-06-23,Korean,TokyoVox,1874,10727,72,216,SoundSync,Very Low,60965.9,69168.8,EUR,1.21,81145.61,92063.67
E1007,S04_MidnightPeak_LATAM_SoundSync,4,P041,MidnightPeak,mega,2025-06-23,LATAM,LatinaVox,1874,10727,72,216,SoundSync,Very Low,28138.11,30853.54,EUR,1.21,37451.82,41066.06
E1008,S04_MidnightPeak_Polish_SoundSync,4,P041,MidnightPeak,mega,2025-06-23,Polish,GridMark,1874,10727,72,216,SoundSync,Very Low,23448.42,21512.47,EUR,1.21,31209.85,28633.1
E1009,S04_MidnightPeak_Spanish_SoundSync,4,P041,MidnightPeak,mega,2025-06-23,Spanish,LarkFarm,1874,10727,72,216,SoundSync,Very Low,37869.21,37991.72,EUR,1.21,50403.92,50566.98
E1010,S05_MidnightPeak_BrazilianPortuguese_NoTR,5,P041,MidnightPeak,mega,2025-10-09,Brazilian Portuguese,SoundHouse,9398,66365,132,393,NoTR,Very High,53921.49,50240.86,EUR,1.21,71769.5,66870.58
E1011,S05_MidnightPeak_Chinese_NoTR,5,P041,MidnightPeak,mega,2025-10-09,Chinese,AsiaSound,9398,66365,132,393,NoTR,Very High,55076.04,68554.8,EUR,1.21,73306.21,91246.44
E1012,S05_MidnightPeak_Dutch_NoTR,5,P041,MidnightPeak,mega,2025-10-09,Dutch,GridMark,9398,66365,132,393,NoTR,Very High,98350.07,114855.14,EUR,1.21,130903.94,152872.19
E1013,S05_MidnightPeak_English_NoTR,5,P041,MidnightPeak,mega,2025-10-09,English,SonicBridge,9398,66365,132,393,NoTR,Very High,98777.68,109543.81,EUR,1.21,131473.09,145802.81
E1014,S05_MidnightPeak_French_NoTR,5,P041,MidnightPeak,mega,2025-10-09,French,SonicBridge,9398,66365,132,393,NoTR,Very High,94287.78,114784.54,EUR,1.21,125497.04,152778.22
E1015,S05_MidnightPeak_German_NoTR,5,P041,MidnightPeak,mega,2025-10-09,German,GridMark,9398,66365,132,393,NoTR,Very High,85521.8,103298.04,EUR,1.21,113829.52,137489.69
E1016,S05_MidnightPeak_Japanese_NoTR,5,P041,MidnightPeak,mega,2025-10-09,Japanese,AsiaSound,9398,66365,132,393,NoTR,Very High,196700.14,252820.95,EUR,1.21,261807.89,336504.68
E1017,S05_MidnightPeak_Korean_NoTR,5,P041,MidnightPeak,mega,2025-10-09,Korean,TokyoVox,9398,66365,132,393,NoTR,Very High,111178.34,124498.53,EUR,1.21,147978.37,165707.54
E1018,S05_MidnightPeak_LATAM_NoTR,5,P041,MidnightPeak,mega,2025-10-09,LATAM,LatinaVox,9398,66365,132,393,NoTR,Very High,51313.08,62715.99,EUR,1.21,68297.71,83474.98
E1019,S05_MidnightPeak_Polish_NoTR,5,P041,MidnightPeak,mega,2025-10-09,Polish,GridMark,9398,66365,132,393,NoTR,Very High,42760.9,48577.37,EUR,1.21,56914.76,64656.48
E1020,S05_MidnightPeak_Spanish_NoTR,5,P041,MidnightPeak,mega,2025-10-09,Spanish,LarkFarm,9398,66365,132,393,NoTR,Very High,69058.85,82516.29,EUR,1.21,91917.33,109829.18
E1021,S06_MidnightPeak_BrazilianPortuguese_HTR,6,P041,MidnightPeak,mega,2025-12-10,Brazilian Portuguese,SoundHouse,3749,27662,92,275,HTR,Low,46093.02,52176.69,EUR,1.21,61349.81,69447.17
E1022,S06_MidnightPeak_Chinese_HTR,6,P041,MidnightPeak,mega,2025-12-10,Chinese,AsiaSound,3749,27662,92,275,HTR,Low,47079.94,59418.55,EUR,1.21,62663.4,79086.09
E1023,S06_MidnightPeak_Dutch_HTR,6,P041,MidnightPeak,mega,2025-12-10,Dutch,GridMark,3749,27662,92,275,HTR,Low,84071.32,101581.67,EUR,1.21,111898.93,135205.2
E1024,S06_MidnightPeak_English_HTR,6,P041,MidnightPeak,mega,2025-12-10,English,SonicBridge,3749,27662,92,275,HTR,Low,84436.85,116219.86,EUR,1.21,112385.45,154688.63
E1025,S06_MidnightPeak_French_HTR,6,P041,MidnightPeak,mega,2025-12-10,French,SonicBridge,3749,27662,92,275,HTR,Low,80598.81,98209.44,EUR,1.21,107277.02,130716.76
E1026,S06_MidnightPeak_German_HTR,6,P041,MidnightPeak,mega,2025-12-10,German,GridMark,3749,27662,92,275,HTR,Low,73105.5,79785.37,EUR,1.21,97303.42,106194.33
E1027,S06_MidnightPeak_Japanese_HTR,6,P041,MidnightPeak,mega,2025-12-10,Japanese,AsiaSound,3749,27662,92,275,HTR,Low,168142.65,216837.17,EUR,1.21,223797.87,288610.27
E1028,S06_MidnightPeak_Korean_HTR,6,P041,MidnightPeak,mega,2025-12-10,Korean,TokyoVox,3749,27662,92,275,HTR,Low,95037.15,107480.24,EUR,1.21,126494.45,143056.2
E1029,S06_MidnightPeak_LATAM_HTR,6,P041,MidnightPeak,mega,2025-12-10,LATAM,LatinaVox,3749,27662,92,275,HTR,Low,43863.3,54813.58,EUR,1.21,58382.05,72956.87
E1030,S06_MidnightPeak_Polish_HTR,6,P041,MidnightPeak,mega,2025-12-10,Polish,GridMark,3749,27662,92,275,HTR,Low,36552.75,47633.36,EUR,1.21,48651.71,63400.0
E1031,S06_MidnightPeak_Spanish_HTR,6,P041,MidnightPeak,mega,2025-12-10,Spanish,LarkFarm,3749,27662,92,275,HTR,Low,59032.69,67703.06,EUR,1.21,78572.51,90112.77
E1032,S07_MidnightPeak_BrazilianPortuguese_STR,7,P041,MidnightPeak,mega,2026-01-06,Brazilian Portuguese,SoundHouse,4999,41467,99,295,STR,Normal,53266.59,73873.99,EUR,1.18,69140.03,95888.44
E1033,S07_MidnightPeak_Chinese_STR,7,P041,MidnightPeak,mega,2026-01-06,Chinese,AsiaSound,4999,41467,99,295,STR,Normal,54407.12,75165.91,EUR,1.18,70620.44,97565.35
E1034,S07_MidnightPeak_Dutch_STR,7,P041,MidnightPeak,mega,2026-01-06,Dutch,GridMark,4999,41467,99,295,STR,Normal,97155.57,126604.66,EUR,1.18,126107.93,164332.85
E1035,S07_MidnightPeak_English_STR,7,P041,MidnightPeak,mega,2026-01-06,English,SonicBridge,4999,41467,99,295,STR,Normal,97577.98,139954.54,EUR,1.18,126656.22,181660.99
E1036,S07_MidnightPeak_French_STR,7,P041,MidnightPeak,mega,2026-01-06,French,SonicBridge,4999,41467,99,295,STR,Normal,93142.62,110195.2,EUR,1.18,120899.12,143033.37
E1037,S07_MidnightPeak_German_STR,7,P041,MidnightPeak,mega,2026-01-06,German,GridMark,4999,41467,99,295,STR,Normal,84483.1,108820.42,EUR,1.18,109659.06,141248.91
E1038,S07_MidnightPeak_Japanese_STR,7,P041,MidnightPeak,mega,2026-01-06,Japanese,AsiaSound,4999,41467,99,295,STR,Normal,194311.13,253197.05,EUR,1.18,252215.85,328649.77
E1039,S07_MidnightPeak_Korean_STR,7,P041,MidnightPeak,mega,2026-01-06,Korean,TokyoVox,4999,41467,99,295,STR,Normal,109828.03,165939.72,EUR,1.18,142556.78,215389.76
E1040,S07_MidnightPeak_LATAM_STR,7,P041,MidnightPeak,mega,2026-01-06,LATAM,LatinaVox,4999,41467,99,295,STR,Normal,50689.86,66197.53,EUR,1.18,65795.44,85924.39
E1041,S07_MidnightPeak_Polish_STR,7,P041,MidnightPeak,mega,2026-01-06,Polish,GridMark,4999,41467,99,295,STR,Normal,42241.55,66832.68,EUR,1.18,54829.53,86748.82
E1042,S07_MidnightPeak_Spanish_STR,7,P041,MidnightPeak,mega,2026-01-06,Spanish,LarkFarm,4999,41467,99,295,STR,Normal,68220.1,88335.15,EUR,1.18,88549.69,114659.02
E1043,S08_MidnightPeak_BrazilianPortuguese_LipSync,8,P041,MidnightPeak,mega,2026-01-13,Brazilian Portuguese,SoundHouse,1869,9950,39,118,LipSync,Low,33702.37,28358.75,EUR,1.18,43745.68,36809.66
E1044,S08_MidnightPeak_Chinese_LipSync,8,P041,MidnightPeak,mega,2026-01-13,Chinese,AsiaSound,1869,9950,39,118,LipSync,Low,34423.99,34201.45,EUR,1.18,44682.34,44393.48
E1045,S08_MidnightPeak_Dutch_LipSync,8,P041,MidnightPeak,mega,2026-01-13,Dutch,GridMark,1869,9950,39,118,LipSync,Low,61471.41,64328.71,EUR,1.18,79789.89,83498.67
E1046,S08_MidnightPeak_English_LipSync,8,P041,MidnightPeak,mega,2026-01-13,English,SonicBridge,1869,9950,39,118,LipSync,Low,61738.68,60773.65,EUR,1.18,80136.81,78884.2
E1047,S08_MidnightPeak_French_LipSync,8,P041,MidnightPeak,mega,2026-01-13,French,SonicBridge,1869,9950,39,118,LipSync,Low,58932.37,56990.85,EUR,1.18,76494.22,73974.12
E1048,S08_MidnightPeak_German_LipSync,8,P041,MidnightPeak,mega,2026-01-13,German,GridMark,1869,9950,39,118,LipSync,Low,53453.4,53792.66,EUR,1.18,69382.51,69822.87
E1049,S08_MidnightPeak_Japanese_LipSync,8,P041,MidnightPeak,mega,2026-01-13,Japanese,AsiaSound,1869,9950,39,118,LipSync,Low,122942.82,121887.51,EUR,1.18,159579.78,158209.99
E1050,S08_MidnightPeak_Korean_LipSync,8,P041,MidnightPeak,mega,2026-01-13,Korean,TokyoVox,1869,9950,39,118,LipSync,Low,69489.42,68215.37,EUR,1.18,90197.27,88543.55
E1051,S08_MidnightPeak_LATAM_LipSync,8,P041,MidnightPeak,mega,2026-01-13,LATAM,LatinaVox,1869,9950,39,118,LipSync,Low,32072.04,33576.26,EUR,1.18,41629.51,43581.99
E1052,S08_MidnightPeak_Polish_LipSync,8,P041,MidnightPeak,mega,2026-01-13,Polish,GridMark,1869,9950,39,118,LipSync,Low,26726.7,26217.56,EUR,1.18,34691.26,34030.39
E1053,S08_MidnightPeak_Spanish_LipSync,8,P041,MidnightPeak,mega,2026-01-13,Spanish,LarkFarm,1869,9950,39,118,LipSync,Low,43163.62,41951.47,EUR,1.18,56026.38,54453.01
E1054,S09_MidnightPeak_BrazilianPortuguese_NoTR,9,P041,MidnightPeak,mega,2026-03-03,Brazilian Portuguese,SoundHouse,2871,26914,132,393,NoTR,High,16472.51,50438.55,EUR,1.18,21381.32,65469.24
E1055,S09_MidnightPeak_Chinese_NoTR,9,P041,MidnightPeak,mega,2026-03-03,Chinese,AsiaSound,2871,26914,132,393,NoTR,High,16825.21,42052.44,EUR,1.18,21839.12,54584.07
E1056,S09_MidnightPeak_Dutch_NoTR,9,P041,MidnightPeak,mega,2026-03-03,Dutch,GridMark,2871,26914,132,393,NoTR,High,30045.01,86253.62,EUR,1.18,38998.42,111957.2
E1057,S09_MidnightPeak_English_NoTR,9,P041,MidnightPeak,mega,2026-03-03,English,SonicBridge,2871,26914,132,393,NoTR,High,30175.65,78398.8,EUR,1.18,39167.99,101761.64
E1058,S09_MidnightPeak_French_NoTR,9,P041,MidnightPeak,mega,2026-03-03,French,SonicBridge,2871,26914,132,393,NoTR,High,28804.03,81965.35,EUR,1.18,37387.63,106391.02
E1059,S09_MidnightPeak_German_NoTR,9,P041,MidnightPeak,mega,2026-03-03,German,GridMark,2871,26914,132,393,NoTR,High,26126.1,70569.25,EUR,1.18,33911.68,91598.89
E1060,S09_MidnightPeak_Japanese_NoTR,9,P041,MidnightPeak,mega,2026-03-03,Japanese,AsiaSound,2871,26914,132,393,NoTR,High,60090.03,145269.71,EUR,1.18,77996.86,188560.08
E1061,S09_MidnightPeak_Korean_NoTR,9,P041,MidnightPeak,mega,2026-03-03,Korean,TokyoVox,2871,26914,132,393,NoTR,High,33963.93,105457.68,EUR,1.18,44085.18,136884.07
E1062,S09_MidnightPeak_LATAM_NoTR,9,P041,MidnightPeak,mega,2026-03-03,LATAM,LatinaVox,2871,26914,132,393,NoTR,High,15675.66,43253.22,EUR,1.18,20347.01,56142.68
E1063,S09_MidnightPeak_Polish_NoTR,9,P041,MidnightPeak,mega,2026-03-03,Polish,GridMark,2871,26914,132,393,NoTR,High,13063.05,31546.26,EUR,1.18,16955.84,40947.05
E1064,S09_MidnightPeak_Spanish_NoTR,9,P041,MidnightPeak,mega,2026-03-03,Spanish,LarkFarm,2871,26914,132,393,NoTR,High,21096.83,43963.63,EUR,1.18,27383.69,57064.79
E1065,S10_MidnightPeak_BrazilianPortuguese_NoTR,10,P041,MidnightPeak,mega,2026-03-14,Brazilian Portuguese,SoundHouse,2601,20064,132,393,NoTR,High,14923.37,47588.72,EUR,1.18,19370.53,61770.16
E1066,S10_MidnightPeak_Chinese_NoTR,10,P041,MidnightPeak,mega,2026-03-14,Chinese,AsiaSound,2601,20064,132,393,NoTR,High,15242.9,48291.76,EUR,1.18,19785.28,62682.7
